Date,SH,SZ,SZZX
12/19/2019,3017.07,10296.29,6528.5
12/20/2019,3004.94,10229.49,6495.23
12/23/2019,2962.75,10056.21,6381.13
12/24/2019,2982.68,10189.29,6470.89
12/25/2019,2981.88,10229.58,6504.84
12/26/2019,3007.35,10303.72,6543.3
12/27/2019,3005.04,10233.77,6500.48
12/30/2019,3040.02,10365.96,6570.22
12/31/2019,3050.12,10430.77,6632.68
1/2/2020,3085.2,10638.82,6809.48
1/3/2020,3083.79,10656.41,6829.66
1/6/2020,3083.41,10698.27,6888.38
1/7/2020,3104.8,10829.05,6964.9
1/8/2020,3066.89,10706.87,6869.35
1/9/2020,3094.88,10898.17,6997.64
1/10/2020,3092.29,10879.84,6981.08
1/13/2020,3115.57,11040.2,7118.54
1/14/2020,3106.82,10988.77,7114.85
1/15/2020,3090.04,10972.32,7125.42
1/16/2020,3074.08,10967.44,7130.16
1/17/2020,3075.5,10954.39,7110.72
1/20/2020,3095.79,11115.88,7237.24
1/21/2020,3052.14,10953.41,7144.73
1/22/2020,3060.75,11072.06,7281.65
1/23/2020,2976.53,10681.9,7040.36
2/3/2020,2746.61,9779.67,6433.43
2/4/2020,2783.29,10089.67,6669.46
2/5/2020,2818.09,10305.5,6815.68
2/6/2020,2866.51,10601.34,7006.25
2/7/2020,2875.96,10611.55,6996.56
2/10/2020,2890.49,10728.46,7061.57
2/11/2020,2901.67,10768.63,7109.18
2/12/2020,2926.9,10940.8,7221.48
2/13/2020,2906.07,10864.32,7172.58
2/14/2020,2917.01,10916.31,7215.13
2/17/2020,2983.62,11241.5,7431.55
2/18/2020,2984.97,11306.49,7447.63
2/19/2020,2975.4,11235.6,7400.57
2/20/2020,3030.15,11509.09,7589.16
2/21/2020,3039.67,11629.7,7686.88
2/24/2020,3031.23,11772.38,7786.66
2/25/2020,3013.05,11856.08,7880.87
2/26/2020,2987.93,11497.55,7591.81
2/27/2020,2991.33,11534.02,7597.13
2/28/2020,2880.3,10980.77,7256.44
3/2/2020,2970.93,11381.76,7510.47
3/3/2020,2992.9,11484.21,7563.93
3/4/2020,3011.67,11493.02,7532.92
3/5/2020,3071.68,11711.37,7633.78
3/6/2020,3034.51,11582.82,7566.09
