"","Date","SH","JP","NS"
"559",2017-06-20,3140.01,19943.26,5730.3
"560",2017-06-21,3156.21,20067.75,5778.37
"561",2017-06-22,3147.45,20230.41,5788.36
"562",2017-06-23,3157.87,20138.79,5794.63
"563",2017-06-26,3185.44,20110.51,5788.8
"564",2017-06-27,3191.2,20132.67,5816.51
"565",2017-06-28,3173.2,20153.35,5881.46
"566",2017-06-29,3188.06,20225.09,5878.12
"567",2017-06-30,3192.43,20130.41,5856.77
"568",2017-07-03,3195.91,20220.3,5877.59
"569",2017-07-04,3182.8,20033.43,5885.3
"570",2017-07-05,3207.13,20055.8,5741.94
"571",2017-07-06,3212.44,20032.35,5708.18
"572",2017-07-07,3217.96,20081.63,5751.82
"573",2017-07-10,3212.63,19994.06,5727.07
"574",2017-07-11,3203.04,19929.09,5700.89
"575",2017-07-12,3197.54,20080.98,5681.48
"576",2017-07-13,3218.16,20195.48,5772.22
"577",2017-07-14,3222.42,20098.38,5726.31
"578",2017-07-17,3176.47,20099.81,5782.39
"579",2017-07-18,3187.57,20118.86,5779.87
"580",2017-07-19,3230.98,19999.91,5803.11
"581",2017-07-20,3244.87,20020.86,5777.59
"582",2017-07-21,3237.98,20144.59,5671.6
"583",2017-07-24,3250.6,20099.75,5753.03
"584",2017-07-25,3243.69,19975.67,5653.02
"585",2017-07-26,3247.68,19955.2,5646.92
"586",2017-07-27,3249.78,20050.16,5596.96
"587",2017-07-28,3253.24,20079.64,5648.82
"588",2017-07-31,3273.03,19959.84,5597.9
"589",2017-08-01,3292.64,19925.18,5656.47
"590",2017-08-02,3285.06,19985.79,5694.15
"591",2017-08-03,3272.93,20080.04,5709.8
"592",2017-08-04,3262.08,20029.26,5778.95
"593",2017-08-07,3279.46,19952.33,5793.36
"594",2017-08-08,3281.87,20055.89,5838.08
"595",2017-08-09,3275.57,19996.01,5839.74
"596",2017-08-10,3261.75,19738.71,5880.1
"597",2017-08-11,3208.54,19729.74,5916.16
"598",2017-08-14,3237.36,19537.1,5921.22
"599",2017-08-15,3251.26,19753.31,5921.52
"600",2017-08-16,3246.45,19729.28,5941.37
"601",2017-08-17,3268.43,19702.63,5930.65
"602",2017-08-18,3268.72,19470.41,5950.73
"603",2017-08-21,3286.91,19393.13,5917.03
"604",2017-08-22,3290.23,19383.84,5908.92
"605",2017-08-23,3287.71,19434.64,5880.33
"606",2017-08-24,3271.51,19353.77,5895.17
"607",2017-08-25,3331.52,19452.61,5914.23
"608",2017-08-28,3362.65,19449.9,5891.2
"609",2017-08-29,3365.23,19362.55,5899.91
"610",2017-08-30,3363.63,19506.54,5934.73
"611",2017-08-31,3360.81,19646.24,5926.35
"612",2017-09-01,3367.12,19691.47,5919.39
"613",2017-09-04,3379.58,19508.25,5788.19
"614",2017-09-05,3384.32,19385.81,5831.53
"615",2017-09-06,3385.39,19357.97,5908.17
"616",2017-09-07,3365.5,19396.52,5907.73
"617",2017-09-08,3365.24,19274.82,5917.42
"618",2017-09-11,3376.42,19545.77,5796.32
"619",2017-09-12,3379.49,19776.62,5790.91
"620",2017-09-13,3384.15,19865.82,5786.54
"621",2017-09-14,3371.43,19807.44,5873.33
"622",2017-09-15,3353.62,19909.5,5851.78
"623",2017-09-18,3362.86,20299.38,5834.44
"624",2017-09-19,3356.85,20310.46,5822.53
"625",2017-09-20,3366,20347.48,5838.08
"626",2017-09-21,3357.81,20296.45,5862.14
"627",2017-09-22,3352.53,20397.58,5932.9
"628",2017-09-25,3341.55,20330.19,5988.6
"629",2017-09-26,3343.58,20267.05,5987.9
"630",2017-09-27,3345.27,20363.11,5932.73
"631",2017-09-28,3339.64,20356.28,5951.13
"632",2017-09-29,3348.94,20400.78,5964.31
"633",2017-10-09,3374.38,20614.07,5913.37
"634",2017-10-10,3382.99,20626.66,5980.53
"635",2017-10-11,3388.28,20628.56,5995.64
"636",2017-10-12,3386.1,20690.71,6004.38
"637",2017-10-13,3390.52,20823.51,5968.82
"638",2017-10-16,3378.47,20881.27,5988
"639",2017-10-17,3372.04,20954.72,5981.12
"640",2017-10-18,3381.79,21155.18,5991.08
"641",2017-10-19,3370.17,21255.56,5973.6
"642",2017-10-20,3378.65,21336.12,5934.91
"643",2017-10-23,3380.7,21363.05,5932.32
"644",2017-10-24,3388.25,21448.52,5867.35
"645",2017-10-25,3396.9,21457.64,5881.34
"646",2017-10-26,3407.57,21696.65,5937.79
"647",2017-10-27,3416.81,21805.17,5933.07
"648",2017-10-30,3390.34,21707.62,5979.3
"649",2017-10-31,3393.34,21739.78,5981.92
"650",2017-11-01,3395.91,22008.45,5995.06
"651",2017-11-02,3383.31,22011.67,5998.84
"652",2017-11-03,3371.74,22011.61,6057.14
"653",2017-11-06,3388.17,22420.08,6064.57
"654",2017-11-07,3413.58,22539.12,6058.53
"655",2017-11-08,3415.46,22548.35,6063.52
"656",2017-11-09,3427.8,22937.6,6081.25
"657",2017-11-10,3432.67,22913.82,6069.99
"658",2017-11-13,3447.84,22868.71,6092.45
"659",2017-11-14,3429.55,22681.42,6114.53
"660",2017-11-15,3402.53,22380.99,6122.61
"661",2017-11-16,3399.25,22380.01,6114.35
"662",2017-11-17,3382.91,22028.32,6092.62
"663",2017-11-20,3392.4,22351.12,6108.82
"664",2017-11-21,3410.5,22396.8,6067.83
"665",2017-11-22,3430.46,22261.76,6080.22
"666",2017-11-23,3351.92,22416.48,6055.04
"667",2017-11-24,3353.82,22523.15,6037.87
"668",2017-11-27,3322.23,22550.85,6213.47
"669",2017-11-28,3333.66,22495.99,6227.59
"670",2017-11-29,3337.86,22486.24,6248.56
"671",2017-11-30,3317.19,22597.2,6248.65
"672",2017-12-01,3317.62,22724.96,6236.39
"673",2017-12-04,3309.62,22819.03,6295.58
"674",2017-12-05,3303.68,22723,6313.61
"675",2017-12-06,3293.97,22622.38,6320.78
"676",2017-12-07,3272.05,22177.04,6345.81
"677",2017-12-08,3289.99,22701.35,6312.21
"678",2017-12-11,3322.2,22811.08,6309.07
"679",2017-12-12,3280.81,22938.73,6316.18
"680",2017-12-13,3303.04,22866.17,6293.64
"681",2017-12-14,3292.44,22758.07,6258.36
"682",2017-12-15,3266.14,22694.45,6339.14
"683",2017-12-18,3267.92,22553.22,6314.51
"684",2017-12-19,3296.54,22901.77,6308.61
"685",2017-12-20,3287.61,22868,6378.63
"686",2017-12-21,3300.06,22891.72,6386.12
"687",2017-12-22,3297.06,22866.1,6409.29
"688",2017-12-25,3280.46,22902.76,6405.97
"689",2017-12-26,3306.13,22939.18,6422.56
"690",2017-12-27,3275.78,22892.69,6311.38
"691",2017-12-28,3296.39,22911.21,6365.56
"692",2017-12-29,3307.17,22783.98,6337.87
"693",2018-01-02,3348.33,22764.94,6263.7
"694",2018-01-03,3369.11,23506.33,6265.11
"695",2018-01-04,3385.71,23714.53,6293.05
"696",2018-01-05,3391.75,23849.99,6316.28
"697",2018-01-08,3409.48,23788.2,6344.57
"698",2018-01-09,3413.9,23710.43,6393.89
"699",2018-01-10,3421.83,23653.82,6383.65
"700",2018-01-11,3425.35,23714.88,6394.67
"701",2018-01-12,3428.94,23951.81,6389.91
"702",2018-01-15,3410.49,23868.34,6466.32
"703",2018-01-16,3436.59,23763.37,6513.27
"704",2018-01-17,3444.67,23808.06,6480.67
"705",2018-01-18,3474.75,23816.33,6472.48
"706",2018-01-19,3487.86,24059.59,6472.69
"707",2018-01-22,3501.36,23940.78,6465.17
"708",2018-01-23,3546.51,23669.49,6433.16
"709",2018-01-24,3559.47,23631.88,6435.15
"710",2018-01-25,3548.31,23629.34,6441.42
"711",2018-01-26,3558.13,23291.97,6396.42
"712",2018-01-29,3523,23098.29,6511.34
"713",2018-01-30,3488.01,23486.11,6575.8
"714",2018-01-31,3480.83,23274.53,6584.58
"715",2018-02-01,3446.98,22682.08,6653.29
"716",2018-02-02,3462.08,21610.24,6676.63
"717",2018-02-05,3487.5,21645.37,6677.94
"718",2018-02-06,3370.65,21890.86,6662.66
"719",2018-02-07,3309.26,21382.62,6708.49
"720",2018-02-08,3262.05,21244.68,6758.54
"721",2018-02-09,3129.85,21154.17,6737.14
"722",2018-02-12,3154.13,21464.98,6810.28
"723",2018-02-13,3184.96,21720.25,6811.38
"724",2018-02-14,3199.16,22149.21,6834.33
"725",2018-02-22,3268.56,21925.1,6906.28
"726",2018-02-23,3289.02,21970.81,6963.46
"727",2018-02-26,3329.57,21736.44,6919.35
"728",2018-02-27,3292.07,21892.78,6916.3
"729",2018-02-28,3259.41,22153.63,7022.97
"730",2018-03-01,3273.76,22389.86,6988.32
"731",2018-03-02,3254.53,22068.24,6930.73
"732",2018-03-05,3256.93,21724.47,6949.99
"733",2018-03-06,3289.64,21181.64,6901.5
"734",2018-03-07,3271.67,21042.09,6760.29
"735",2018-03-08,3288.41,21417.76,6495.92
"736",2018-03-09,3307.17,21252.72,6665.98
"737",2018-03-12,3326.7,21368.07,6582.02
"738",2018-03-13,3310.24,21469.2,6306.1
"739",2018-03-14,3291.38,21824.03,6412.68
"740",2018-03-15,3291.11,21968.1,6523.85
"741",2018-03-16,3269.88,21777.29,6553.86
"742",2018-03-19,3279.25,21803.95,6675.03
"743",2018-03-20,3290.64,21676.51,6794.92
"744",2018-03-21,3280.95,21480.9,6770.66
"745",2018-03-22,3263.48,21380.97,6779.7
"746",2018-03-23,3152.76,21591.99,6759.26
"747",2018-03-26,3133.72,20617.86,6761.85
"748",2018-03-27,3166.65,20766.1,6896.6
"749",2018-03-28,3122.29,21317.32,6989.1
"750",2018-03-29,3160.53,21031.31,6900.35
"751",2018-03-30,3168.9,21159.08,6854.42
"752",2018-04-02,3163.18,21454.3,6750.54
"753",2018-04-03,3136.63,21388.58,6811.04
"754",2018-04-04,3131.11,21292.29,6881.28
"755",2018-04-09,3138.29,21319.55,6913.02
"756",2018-04-10,3190.32,21645.42,6929.39
"757",2018-04-11,3208.08,21567.52,6966.43
"758",2018-04-12,3180.16,21678.26,7101.18
"759",2018-04-13,3159.05,21794.32,7131.12
"760",2018-04-16,3110.65,21687.1,7046.51
"761",2018-04-17,3066.8,21660.28,7040.98
"762",2018-04-18,3091.4,21778.74,7030.97
"763",2018-04-19,3117.38,21835.53,7019.95
"764",2018-04-20,3071.54,21847.59,6864.88
"765",2018-04-23,3068.01,22158.2,6885.92
"766",2018-04-24,3128.93,22191.18,6853.45
"767",2018-04-25,3117.97,22162.24,6682.26
"768",2018-04-26,3075.03,22088.04,6508.09
"769",2018-04-27,3082.23,22278.12,6753.83
"770",2018-05-02,3081.18,22215.32,6529.84
"771",2018-05-03,3100.86,22319.61,6460.81
"772",2018-05-04,3091.03,22467.87,6581.13
"773",2018-05-07,3136.65,22508.03,6390.84
"774",2018-05-08,3161.5,22472.78,6458.83
"775",2018-05-09,3159.15,22467.16,6560.06
"776",2018-05-10,3174.41,22508.69,6594.84
"777",2018-05-11,3163.26,22408.88,6433.21
"778",2018-05-14,3174.03,22497.18,6472.34
"779",2018-05-15,3192.12,22758.48,6615.87
"780",2018-05-16,3169.57,22865.86,6583.44
"781",2018-05-17,3154.28,22818.02,6656.25
"782",2018-05-18,3193.3,22717.23,6628.34
"783",2018-05-21,3213.84,22838.37,6675.18
"784",2018-05-22,3214.35,22930.36,6817.29
"785",2018-05-23,3168.96,23002.37,6833.21
"786",2018-05-24,3154.65,22960.34,6774.89
"787",2018-05-25,3141.3,22689.74,6667.75
"788",2018-05-28,3135.08,22437.01,6648.8
"789",2018-05-29,3120.46,22450.79,6509.05
"790",2018-05-30,3041.44,22481.09,6513.94
"791",2018-05-31,3095.47,22358.43,6649.65
"792",2018-06-01,3075.14,22018.52,6656.35
"793",2018-06-04,3091.19,22201.82,6605.57
"794",2018-06-05,3114.21,22171.35,6681.96
"795",2018-06-06,3115.18,22475.94,6644.48
"796",2018-06-07,3109.5,22539.54,6643.48
"797",2018-06-08,3067.15,22625.73,6769.12
"798",2018-06-11,3052.78,22823.26,6821.87
"799",2018-06-12,3079.8,22694.5,6815.48
"800",2018-06-13,3049.8,22804.04,6893.21
"801",2018-06-14,3044.16,22878.35,6963.55
"802",2018-06-15,3021.9,22966.38,6952.56
"803",2018-06-19,2907.82,22738.61,6964.37
"804",2018-06-20,2915.73,22851.75,6888.54
"805",2018-06-21,2875.81,22680.33,6929.97
"806",2018-06-22,2889.76,22278.48,6901.63
"807",2018-06-25,2859.34,22555.43,6866.25
"808",2018-06-26,2844.51,22693.04,6905.53
"809",2018-06-27,2813.18,22516.83,6893.62
"810",2018-06-28,2786.9,22338.15,6953.63
"811",2018-06-29,2847.42,22342,6949.7
"812",2018-07-02,2775.56,22271.77,6960.92
"813",2018-07-03,2786.89,22270.39,6926.54
"814",2018-07-04,2759.13,22304.51,6976.37
"815",2018-07-05,2733.88,21811.93,6967.73
"816",2018-07-06,2747.23,21785.54,7083.93
"817",2018-07-09,2815.11,21717.04,7143.57
"818",2018-07-10,2827.63,21546.99,7166.75
"819",2018-07-11,2777.77,21788.14,7210.08
"820",2018-07-12,2837.66,22052.18,7152.83
"821",2018-07-13,2831.18,22196.89,7152.62
"822",2018-07-16,2814.04,21932.21,7168.48
"823",2018-07-17,2798.13,22187.96,7209.18
"824",2018-07-18,2787.26,22597.35,7205.26
"825",2018-07-19,2772.55,22697.36,7279.59
"826",2018-07-20,2829.27,22794.19,7255.76
"827",2018-07-23,2859.54,22764.68,7251.41
"828",2018-07-24,2905.56,22697.88,7228.04
"829",2018-07-25,2903.65,22396.99,7280.7
"830",2018-07-26,2882.23,22510.48,7217.49
"831",2018-07-27,2873.59,22614.25,7197.51
"832",2018-07-30,2869.05,22586.87,7038.17
"833",2018-07-31,2876.4,22712.75,7068.2
"834",2018-08-01,2824.53,22544.84,6969.67
"835",2018-08-02,2768.02,22553.72,7031.6
"836",2018-08-03,2740.44,22746.7,7040.8
"837",2018-08-06,2705.16,22512.53,7097.82
"838",2018-08-07,2779.37,22525.18,7014.55
"839",2018-08-08,2744.07,22507.32,7101.05
"840",2018-08-09,2794.38,22662.74,7207.33
"841",2018-08-10,2795.31,22644.31,7276
"842",2018-08-13,2785.87,22598.39,7282.6
"843",2018-08-14,2780.97,22298.08,7243.98
"844",2018-08-15,2723.26,21857.43,7366.25
"845",2018-08-16,2705.19,22356.08,7375.82
"846",2018-08-17,2668.97,22204.22,7357.9
"847",2018-08-20,2698.47,22192.04,7403.89
"848",2018-08-21,2733.83,22270.38,7390.13
"849",2018-08-22,2714.61,22199,7352.36
"850",2018-08-23,2724.62,22219.73,7350.23
"851",2018-08-24,2729.43,22362.55,7371.78
"852",2018-08-27,2780.9,22410.82,7406.25
"853",2018-08-28,2777.98,22601.77,7508.59
"854",2018-08-29,2769.3,22799.64,7400.75
"855",2018-08-30,2737.74,22813.47,7296.78
"856",2018-08-31,2725.25,22848.22,7193.1
"857",2018-09-03,2720.73,22869.5,7231.98
"858",2018-09-04,2750.58,22865.15,7272.89
"859",2018-09-05,2704.34,22707.38,7372.15
"860",2018-09-06,2691.59,22696.9,7395.49
"861",2018-09-07,2702.3,22580.83,7438.99
"862",2018-09-10,2669.49,22487.94,7462.65
"863",2018-09-11,2664.8,22307.06,7469.55
"864",2018-09-12,2656.11,22373.09,7466.96
"865",2018-09-13,2686.58,22664.69,7408.3
"866",2018-09-14,2681.64,22604.61,7401.17
"867",2018-09-17,2651.79,22821.32,7447.17
"868",2018-09-18,2699.95,23094.67,7354.66
"869",2018-09-19,2730.85,23420.54,7374.29
"870",2018-09-20,2729.24,23672.52,7377.54
"871",2018-09-21,2797.49,23674.93,7371.42
"872",2018-09-25,2781.14,23869.93,7397.23
"873",2018-09-26,2806.81,23940.26,7424.6
"874",2018-09-27,2791.78,24033.79,7413.84
"875",2018-09-28,2821.35,23796.74,7485.4
"876",2018-10-08,2716.51,24120.04,7559.13
"877",2018-10-09,2721.01,24245.76,7570.25
"878",2018-10-10,2725.84,24270.62,7660.18
"879",2018-10-11,2583.46,24110.96,7642.67
"880",2018-10-12,2606.91,23975.62,7654.55
"881",2018-10-15,2568.1,23783.72,7622.32
"882",2018-10-16,2546.33,23469.39,7523.26
"883",2018-10-17,2561.61,23506.04,7453.17
"884",2018-10-18,2486.42,22590.86,7430.26
"885",2018-10-19,2550.47,22694.66,7447.68
"886",2018-10-22,2654.88,22271.3,7507.87
"887",2018-10-23,2594.83,22549.24,7488.06
"888",2018-10-24,2603.3,22841.12,7561.69
"889",2018-10-25,2603.8,22658.16,7545.5
"890",2018-10-26,2598.85,22532.08,7434.73
"891",2018-10-29,2542.1,22614.82,7494.4
"892",2018-10-30,2568.05,22010.78,7490.32
"893",2018-10-31,2602.78,22091.18,7569.03
"894",2018-11-01,2606.24,21268.73,7531.07
"895",2018-11-02,2676.48,21184.6,7548.75
"896",2018-11-05,2665.43,21149.8,7563.19
"897",2018-11-06,2659.36,21457.29,7563.09
"898",2018-11-07,2641.34,21920.46,7629.57
"899",2018-11-08,2635.63,21687.65,7627.65
"900",2018-11-09,2598.87,22243.66,7645.45
"901",2018-11-12,2630.52,21898.99,7628.28
"902",2018-11-13,2654.88,22147.75,7637.43
"903",2018-11-14,2632.24,22085.8,7490
"904",2018-11-15,2668.17,22486.92,7399.01
"905",2018-11-16,2679.11,22250.25,7352.82
"906",2018-11-19,2703.51,22269.88,7371.62
"907",2018-11-20,2645.85,21810.52,7044.5
"908",2018-11-21,2651.51,21846.48,6964.03
"909",2018-11-22,2645.43,21803.62,7157.21
"910",2018-11-23,2579.48,21680.34,7068.67
"911",2018-11-26,2575.81,21821.16,7276.43
"912",2018-11-27,2574.68,21583.12,7278.63
"913",2018-11-28,2601.74,21507.54,7116.09
"914",2018-11-29,2567.44,21646.55,7107.23
"915",2018-11-30,2588.19,21812,7141.21
"916",2018-12-03,2654.8,21952.4,7118.67
"917",2018-12-04,2665.96,22177.02,6789.15
"918",2018-12-05,2649.81,22262.6,7016.39
"919",2018-12-06,2605.18,22351.06,6852.4
"920",2018-12-07,2605.89,22574.76,6713.9
"921",2018-12-10,2584.58,22036.05,6810.12
"922",2018-12-11,2594.09,21919.33,6967.1
"923",2018-12-12,2602.15,21501.62,7069.17
"924",2018-12-13,2634.05,21678.68,6965.29
"925",2018-12-14,2593.74,21219.5,6937.09
"926",2018-12-17,2597.97,21148.02,6988.85
"927",2018-12-18,2576.65,21602.75,7203.13
"928",2018-12-19,2549.56,21816.19,7158.59
"929",2018-12-20,2536.27,21374.83,7039.15
"930",2018-12-21,2516.25,21506.88,6829.1
"931",2018-12-24,2527.01,21115.45,6830.91
"932",2018-12-25,2504.82,20987.92,6769.87
"933",2018-12-26,2498.29,20392.58,6890.45
"934",2018-12-27,2483.09,20166.19,6867.02
"935",2018-12-28,2493.9,19155.74,6642.92
"936",2019-01-02,2465.29,19327.06,6526.96
"937",2019-01-03,2464.36,20077.62,6575.66
"938",2019-01-04,2514.87,20014.77,6527.35
"939",2019-01-07,2533.09,19561.96,6678.34
"940",2019-01-08,2526.46,20038.97,6701.04
"941",2019-01-09,2544.34,20204.04,6913.33
"942",2019-01-10,2535.1,20427.06,6892.4
"943",2019-01-11,2553.83,20163.8,6949.01
"944",2019-01-14,2535.77,20359.7,7062.13
"945",2019-01-15,2570.34,20555.29,6795.21
"946",2019-01-16,2570.42,20442.75,6838.85
"947",2019-01-17,2559.64,20402.27,6613.28
"948",2019-01-18,2596.01,20666.07,6682.74
"949",2019-01-21,2610.51,20719.33,6704.24
"950",2019-01-22,2579.7,20622.91,6763.96
"951",2019-01-23,2581,20593.72,6767.97
"952",2019-01-24,2591.69,20574.63,6594.96
"953",2019-01-25,2601.72,20773.56,6448.39
"954",2019-01-28,2596.98,20649,6491.52
"955",2019-01-29,2594.25,20664.64,6342.97
"956",2019-01-30,2575.58,20556.54,6243.19
"957",2019-01-31,2584.57,20773.49,6046.56
"958",2019-02-01,2618.23,20788.39,5899.35
"959",2019-02-11,2653.9,20883.77,6262.77
"960",2019-02-12,2671.89,20844.45,6288.3
"961",2019-02-13,2721.07,20874.06,6285.27
"962",2019-02-14,2719.7,20751.28,6329.97
"963",2019-02-15,2682.39,20333.17,6360.87
"964",2019-02-18,2754.36,20864.21,6147.13
"965",2019-02-19,2755.65,21144.48,6422.67
"966",2019-02-20,2761.22,21139.71,6488.25
"967",2019-02-21,2751.8,20900.63,6551.85
"968",2019-02-22,2804.23,21281.85,6600.69
"969",2019-02-25,2961.28,21302.65,6620.94
"970",2019-02-26,2941.52,21431.49,6601.4
"971",2019-02-27,2953.82,21464.23,6541.04
"972",2019-02-28,2940.95,21425.51,6669.64
"973",2019-03-01,2994.01,21528.23,6668.56
"974",2019-03-04,3027.58,21449.39,6718.45
"975",2019-03-05,3054.25,21556.51,6784.61
"976",2019-03-06,3102.1,21385.16,6646.81
"977",2019-03-07,3106.42,21602.69,6658.76
"978",2019-03-08,2969.86,21822.04,6702.55
"979",2019-03-11,3026.99,21726.28,6787.37
"980",2019-03-12,3060.31,21596.81,6697.09
"981",2019-03-13,3026.95,21456.01,6632.79
"982",2019-03-14,2990.69,21025.56,6807.91
"983",2019-03-15,3021.75,21125.09,6906.84
"984",2019-03-18,3096.42,21503.69,6875.52
"985",2019-03-19,3090.98,21290.24,6959.96
"986",2019-03-20,3090.64,21287.02,7023.52
"987",2019-03-21,3101.46,21450.85,6997.62
"988",2019-03-22,3104.15,21584.5,6904.98
"989",2019-03-25,3043.03,21566.85,6913.13
"990",2019-03-26,2997.1,21608.92,6909.18
"991",2019-03-27,3022.72,21627.34,7014.67
"992",2019-03-28,2994.94,20977.11,7015.88
"993",2019-03-29,3090.76,21428.39,7022.42
"994",2019-04-01,3170.36,21378.73,7055.18
"995",2019-04-02,3176.82,21033.76,7066.61
"996",2019-04-03,3216.3,21205.81,7062.34
"997",2019-04-04,3246.57,21509.03,7035.16
"998",2019-04-08,3244.81,21505.31,7090.63
"999",2019-04-09,3239.66,21713.21,7115.43
"1000",2019-04-10,3241.93,21724.95,7123.22
"1001",2019-04-11,3189.96,21807.5,7117
"1002",2019-04-12,3188.63,21761.65,7097.53
"1003",2019-04-15,3177.79,21802.59,7151.57
"1004",2019-04-16,3253.6,21687.57,7150.83
"1005",2019-04-17,3263.12,21711.38,7156.79
"1006",2019-04-18,3250.2,21870.56,7112.47
"1007",2019-04-19,3270.8,22169.11,7026.88
"1008",2019-04-22,3215.04,22221.66,7015.69
"1009",2019-04-23,3198.59,22277.97,7164.02
"1010",2019-04-24,3201.61,22090.12,7201.28
"1011",2019-04-25,3123.83,22200.56,7256.98
"1012",2019-04-26,3086.4,22217.9,7243.01
"1013",2019-04-29,3062.5,22259.74,7306.99
"1014",2019-04-30,3078.34,22200,7326.28
"1015",2019-05-06,2906.46,22307.58,7349.28
"1016",2019-05-07,2926.39,22258.73,7380.75
"1017",2019-05-08,2893.76,21923.72,7493.27
"1018",2019-05-09,2850.95,21602.59,7326.06
"1019",2019-05-10,2939.21,21402.13,7316.96
"1020",2019-05-13,2903.71,21344.92,7351.15
"1021",2019-05-14,2883.61,21191.28,7308.19
"1022",2019-05-15,2938.68,21067.23,7320.47
"1023",2019-05-16,2955.71,21188.56,7378.77
"1024",2019-05-17,2882.3,21062.98,7478.42
"1025",2019-05-20,2870.6,21250.09,7499.64
"1026",2019-05-21,2905.97,21301.73,7544.97
"1027",2019-05-22,2891.7,21272.45,7540.57
"1028",2019-05-23,2852.52,21283.37,7578.84
"1029",2019-05-24,2852.99,21151.14,7599.74
"1030",2019-05-27,2892.38,21117.22,7568.49
"1031",2019-05-28,2909.91,21182.58,7611.49
"1032",2019-05-29,2914.7,21260.14,7594.89
"1033",2019-05-30,2905.81,21003.37,7628.15
"1034",2019-05-31,2898.7,20942.53,7629.12
"1035",2019-06-03,2890.08,20601.19,7654.73
"1036",2019-06-04,2862.28,20410.88,7680.72
"1037",2019-06-05,2861.42,20408.54,7689.72
"1038",2019-06-06,2827.8,20776.1,7713.49
"1039",2019-06-10,2852.13,20774.04,7810.71
"1040",2019-06-11,2925.72,20884.71,7784.41
"1041",2019-06-12,2909.38,21134.42,7816.92
"1042",2019-06-13,2910.74,21204.28,7826.68
"1043",2019-06-14,2881.97,21129.72,7839.04
"1044",2019-06-17,2887.62,21032,7781.46
"1045",2019-06-18,2890.16,21116.89,7751.85
"1046",2019-06-19,2917.8,21124,7724.06
"1047",2019-06-20,2987.12,20972.71,7845.73
"1048",2019-06-21,3001.98,21333.87,7794.09
"1049",2019-06-24,3008.15,21462.86,7640.15
"1050",2019-06-25,2982.07,21258.64,7617.55
"1051",2019-06-26,2976.28,21285.99,7582.75
"1052",2019-06-27,2996.79,21193.81,7586.53
"1053",2019-06-28,2978.88,21086.59,7324.13
"1054",2019-07-01,3044.9,21338.17,7401.88
"1055",2019-07-02,3043.94,21275.92,7503.25
"1056",2019-07-03,3015.26,21729.97,7580.14
"1057",2019-07-04,3005.25,21754.27,7503.68
"1058",2019-07-05,3011.06,21638.16,7376.7
"1059",2019-07-08,2933.36,21702.45,7451.02
"1060",2019-07-09,2928.23,21746.38,7420.66
"1061",2019-07-10,2915.3,21534.35,7307.93
"1062",2019-07-11,2917.76,21565.15,7300.96
"1063",2019-07-12,2930.55,21533.48,7278.38
"1064",2019-07-15,2942.19,21643.53,7216.86
"1065",2019-07-16,2937.62,21685.9,7245.4
"1066",2019-07-17,2931.69,21535.25,7127.96
"1067",2019-07-18,2901.18,21469.18,6978.02
"1068",2019-07-19,2924.2,21046.24,7166.75
"1069",2019-07-22,2886.97,21466.99,7220.9
"1070",2019-07-23,2899.94,21416.79,7275.93
"1071",2019-07-24,2923.28,21620.88,7417.29
"1072",2019-07-25,2937.36,21709.57,7501.93
"1073",2019-07-26,2944.54,21756.55,7513.85
"1074",2019-07-29,2941.01,21658.15,7472.29
"1075",2019-07-30,2952.34,21616.8,7510.68
"1076",2019-07-31,2932.51,21709.31,7479.11
"1077",2019-08-01,2908.77,21521.53,7526.52
"1078",2019-08-02,2867.84,21540.99,7635.4
"1079",2019-08-05,2821.5,21087.16,7667.74
"1080",2019-08-06,2777.56,20720.29,7738.05
"1081",2019-08-07,2768.68,20585.31,7728.78
"1082",2019-08-08,2794.55,20516.56,7723.02
"1083",2019-08-09,2774.75,20593.35,7591.54
"1084",2019-08-12,2814.99,20684.82,7627.05
"1085",2019-08-13,2797.26,20455.44,7657.05
"1086",2019-08-14,2808.91,20655.13,7671.08
"1087",2019-08-15,2815.8,20405.65,7768.14
"1088",2019-08-16,2823.82,20418.81,7799.82
"1089",2019-08-19,2883.1,20563.16,7819.06
"1090",2019-08-20,2880,20677.22,7841.3
"1091",2019-08-21,2880.33,20618.57,7785.79
"1092",2019-08-22,2883.44,20628.01,7826.86
"1093",2019-08-23,2897.43,20710.91,7903.4
"1094",2019-08-26,2863.57,20261.04,7896.78
"1095",2019-08-27,2902.19,20456.08,7943.24
"1096",2019-08-28,2893.76,20479.42,7966.93
"1097",2019-08-29,2890.92,20460.93,7927.08
"1098",2019-08-30,2886.24,20704.37,7888.76
"1099",2019-09-02,2924.11,20620.19,7904.13
"1100",2019-09-03,2930.15,20625.16,7834.9
"1101",2019-09-04,2957.41,20649.14,7905.12
"1102",2019-09-05,2985.86,21085.94,7954.56
"1103",2019-09-06,2999.6,21199.57,8010.61
"1104",2019-09-09,3024.74,21318.42,7929.87
"1105",2019-09-10,3021.2,21392.1,8016.95
"1106",2019-09-11,3008.81,21597.76,7989.08
"1107",2019-09-12,3031.24,21759.61,7952.47
"1108",2019-09-16,3030.75,21988.29,7848.78
"1109",2019-09-17,2978.12,22001.32,7801.15
"1110",2019-09-18,2985.66,21960.71,7692.8
"1111",2019-09-19,2999.28,22044.45,7415.69
"1112",2019-09-20,3006.45,22079.09,7521.32
"1113",2019-09-23,2977.08,22098.84,7551.9
"1114",2019-09-24,2985.34,22020.15,7724.83
